_mm256_add_pd,VADDPD
_mm512_mask_extractf32x4_ps,VEXTRACTF32X4
_mm512_maskz_extractf32x4_ps,VEXTRACTF32X4
_mm512_extractf64x4_pd,VEXTRACTF64X4
_mm512_mask_extractf64x4_pd,VEXTRACTF64X4
_mm512_maskz_extractf64x4_pd,VEXTRACTF64X4
_mm512_extracti32x4_epi32,VEXTRACTI32X4
_mm512_mask_extracti32x4_epi32,VEXTRACTI32X4
_mm512_maskz_extracti32x4_epi32,VEXTRACTI32X4
_mm512_extracti64x4_epi64,VEXTRACTI64X4
_mm512_mask_extracti64x4_epi64,VEXTRACTI64X4
_mm512_maskz_extracti64x4_epi64,VEXTRACTI64X4
_mm512_maskz_fmadd_pd,VFMADD132PD
_mm512_maskz_fmadd_ps,VFMADD132PS
_mm_mask3_fmadd_sd,VFMADD132SD
_mm_mask_fmadd_sd,VFMADD132SD
_mm_maskz_fmadd_sd,VFMADD132SD
_mm_mask3_fmadd_ss,VFMADD132SS
_mm_mask_fmadd_ss,VFMADD132SS
_mm_maskz_fmadd_ss,VFMADD132SS
_mm512_fmaddsub_pd,VFMADDSUB132PD
_mm512_mask3_fmaddsub_pd,VFMADDSUB132PD
_mm512_mask_fmaddsub_pd,VFMADDSUB132PD
_mm512_maskz_fmaddsub_pd,VFMADDSUB132PD
_mm512_fmaddsub_ps,VFMADDSUB132PS
_mm512_mask3_fmaddsub_ps,VFMADDSUB132PS
_mm512_mask_fmaddsub_ps,VFMADDSUB132PS
_mm512_maskz_fmaddsub_ps,VFMADDSUB132PS
_mm512_maskz_fmsub_pd,VFMSUB132PD
_mm512_maskz_fmsub_ps,VFMSUB132PS
_mm_mask3_fmsub_sd,VFMSUB132SD
_mm_mask_fmsub_sd,VFMSUB132SD
_mm_maskz_fmsub_sd,VFMSUB132SD
_mm_mask3_fmsub_ss,VFMSUB132SS
_mm_mask_fmsub_ss,VFMSUB132SS
_mm_maskz_fmsub_ss,VFMSUB132SS
_mm512_fmsubadd_pd,VFMSUBADD132PD
_mm512_mask3_fmsubadd_pd,VFMSUBADD132PD
_mm512_mask_fmsubadd_pd,VFMSUBADD132PD
_mm512_maskz_fmsubadd_pd,VFMSUBADD132PD
_mm512_fmsubadd_ps,VFMSUBADD132PS
_mm512_mask3_fmsubadd_ps,VFMSUBADD132PS
_mm512_mask_fmsubadd_ps,VFMSUBADD132PS
_mm512_maskz_fmsubadd_ps,VFMSUBADD132PS
_mm512_maskz_fnmadd_pd,VFNMADD132PD
_mm512_maskz_fnmadd_ps,VFNMADD132PS
_mm_mask3_fnmadd_sd,VFNMADD132SD
_mm_mask_fnmadd_sd,VFNMADD132SD
_mm_maskz_fnmadd_sd,VFNMADD213SD
_mm_mask3_fnmadd_ss,VFNMADD132SS
_mm_mask_fnmadd_ss,VFNMADD132SS
_mm_maskz_fnmadd_ss,VFNMADD132SS
_mm512_maskz_fnmsub_pd,VFNMSUB132PD
_mm512_maskz_fnmsub_ps,VFNMSUB132PS
_mm_mask3_fnmsub_sd,VFNMSUB132SD
_mm_mask_fnmsub_sd,VFNMSUB132SD
_mm_maskz_fnmsub_sd,VFNMSUB132SD
_mm_mask3_fnmsub_ss,VFNMSUB132SS
_mm_mask_fnmsub_ss,VFNMSUB132SS
_mm_maskz_fnmsub_ss,VFNMSUB132SS
_mm512_insertf32x4,VINSERTF32X4
_mm512_mask_insertf32x4,VINSERTF32X4
_mm512_maskz_insertf32x4,VINSERTF32X4
_mm512_insertf64x4,VINSERTF64X4
_mm512_mask_insertf64x4,VINSERTF64X4
_mm512_maskz_insertf64x4,VINSERTF64X4
_mm512_inserti32x4,VINSERTI32X4
_mm512_mask_inserti32x4,VINSERTI32X4
_mm512_maskz_inserti32x4,VINSERTI32X4
_mm512_inserti64x4,VINSERTI64X4
_mm512_mask_inserti64x4,VINSERTI64X4
_mm512_maskz_inserti64x4,VINSERTI64X4
_mm512_mask_max_pd,VMAXPD
_mm512_maskz_max_pd,VMAXPD
_mm512_max_pd,VMAXPD
_mm512_mask_max_ps,VMAXPS
_mm512_maskz_max_ps,VMAXPS
_mm512_max_ps,VMAXPS
_mm_mask_max_sd,VMAXSD
_mm_maskz_max_sd,VMAXSD
_mm_mask_max_ss,VMAXSS
_mm_maskz_max_ss,VMAXSS
_mm512_mask_min_pd,VMINPD
_mm512_maskz_min_pd,VMINPD
_mm512_min_pd,VMINPD
_mm512_mask_min_ps,VMINPS
_mm512_maskz_min_ps,VMINPS
_mm512_min_ps,VMINPS
_mm_mask_min_sd,VMINSD
_mm_maskz_min_sd,VMINSD
_mm_mask_min_ss,VMINSS
_mm_maskz_min_ss,VMINSS
_mm512_maskz_mov_pd,VMOVAPD
_mm512_maskz_mov_ps,VMOVAPS
_mm512_mask_movedup_pd,VMOVDDUP
_mm512_maskz_movedup_pd,VMOVDDUP
_mm512_movedup_pd,VMOVDDUP
_mm512_maskz_mov_epi32,VMOVDQA32
_mm512_maskz_mov_epi64,VMOVDQA64
_mm_mask_move_sd,VMOVSD
_mm_maskz_move_sd,VMOVSD
_mm512_mask_movehdup_ps,VMOVSHDUP
_mm512_maskz_movehdup_ps,VMOVSHDUP
_mm512_movehdup_ps,VMOVSHDUP
_mm512_mask_moveldup_ps,VMOVSLDUP
_mm512_maskz_moveldup_ps,VMOVSLDUP
_mm512_moveldup_ps,VMOVSLDUP
_mm_mask_move_ss,VMOVSS
_mm_maskz_move_ss,VMOVSS
_mm512_maskz_mul_pd,VMULPD
_mm512_maskz_mul_ps,VMULPS
_mm_mask_mul_sd,VMULSD
_mm_maskz_mul_sd,VMULSD
_mm_mask_mul_ss,VMULSS
_mm_maskz_mul_ss,VMULSS
_mm512_abs_epi32,VPABSD
_mm512_mask_abs_epi32,VPABSD
_mm512_maskz_abs_epi32,VPABSD
_mm512_abs_epi64,VPABSQ
_mm512_mask_abs_epi64,VPABSQ
_mm512_maskz_abs_epi64,VPABSQ
_mm512_maskz_add_epi32,VPADDD
_mm512_add_epi64,VPADDQ
_mm512_mask_add_epi64,VPADDQ
_mm512_maskz_add_epi64,VPADDQ
_mm512_maskz_and_epi32,VPANDD
_mm512_maskz_andnot_epi32,VPANDND
_mm512_maskz_andnot_epi64,VPANDNQ
_mm512_maskz_and_epi64,VPANDQ
_mm512_set1_epi8,VPBROADCASTB
_mm512_broadcastd_epi32,VPBROADCASTD
_mm512_mask_broadcastd_epi32,VPBROADCASTD
_mm512_mask_set1_epi32,VPBROADCASTD
_mm512_maskz_broadcastd_epi32,VPBROADCASTD
_mm512_maskz_set1_epi32,VPBROADCASTD
_mm512_set1_epi32,VPBROADCASTD
_mm512_broadcastq_epi64,VPBROADCASTQ
_mm512_mask_broadcastq_epi64,VPBROADCASTQ
_mm512_mask_set1_epi64,VPBROADCASTQ
_mm512_maskz_broadcastq_epi64,VPBROADCASTQ
_mm512_maskz_set1_epi64,VPBROADCASTQ
_mm512_set1_epi64,VPBROADCASTQ
_mm512_set1_epi16,VPBROADCASTW
_mm512_cmplt_epi32_mask,VPCMPD
_mm512_mask_cmplt_epi32_mask,VPCMPD
_mm512_cmpeq_epi64_mask,VPCMPEQQ
_mm512_cmpge_epi64_mask,VPCMPQ
_mm512_cmpgt_epi64_mask,VPCMPGTQ
_mm512_cmple_epi64_mask,VPCMPQ
_mm512_cmplt_epi64_mask,VPCMPQ
_mm512_cmpneq_epi64_mask,VPCMPQ
_mm512_mask_cmpeq_epi64_mask,VPCMPEQQ
_mm512_mask_cmpge_epi64_mask,VPCMPQ
_mm512_mask_cmpgt_epi64_mask,VPCMPGTQ
_mm512_mask_cmple_epi64_mask,VPCMPQ
_mm512_mask_cmplt_epi64_mask,VPCMPQ
_mm512_mask_cmpneq_epi64_mask,VPCMPQ
_mm512_cmpeq_epu64_mask,VPCMPUQ
_mm512_cmpge_epu64_mask,VPCMPUQ
_mm512_cmpgt_epu64_mask,VPCMPUQ
_mm512_cmple_epu64_mask,VPCMPUQ
_mm512_cmplt_epu64_mask,VPCMPUQ
_mm512_cmpneq_epu64_mask,VPCMPUQ
_mm512_mask_cmpeq_epu64_mask,VPCMPUQ
_mm512_mask_cmpge_epu64_mask,VPCMPUQ
_mm512_mask_cmpgt_epu64_mask,VPCMPUQ
_mm512_mask_cmple_epu64_mask,VPCMPUQ
_mm512_mask_cmplt_epu64_mask,VPCMPUQ
_mm512_mask_cmpneq_epu64_mask,VPCMPUQ
_mm512_mask_compress_epi32,VPCOMPRESSD
_mm512_maskz_compress_epi32,VPCOMPRESSD
_mm512_mask_compress_epi64,VPCOMPRESSQ
_mm512_maskz_compress_epi64,VPCOMPRESSQ
_mm512_mask_permutexvar_epi32,VPERMD
_mm512_maskz_permutexvar_epi32,VPERMD
_mm512_permutexvar_epi32,VPERMD
_mm512_mask2_permutex2var_epi32,VPERMI2D
_mm512_mask_permutex2var_epi32,VPERMT2D
_mm512_maskz_permutex2var_epi32,VPERMI2D
_mm512_permutex2var_epi32,VPERMI2D
_mm512_mask2_permutex2var_pd,VPERMI2PD
_mm512_mask_permutex2var_pd,VPERMT2PD
_mm512_maskz_permutex2var_pd,VPERMI2PD
_mm512_permutex2var_pd,VPERMI2PD
_mm512_mask2_permutex2var_ps,VPERMI2PS
_mm512_mask_permutex2var_ps,VPERMT2PS
_mm512_maskz_permutex2var_ps,VPERMI2PS
_mm512_permutex2var_ps,VPERMI2PS
_mm512_mask2_permutex2var_epi64,VPERMI2Q
_mm512_mask_permutex2var_epi64,VPERMT2Q
_mm512_maskz_permutex2var_epi64,VPERMI2Q
_mm512_permutex2var_epi64,VPERMI2Q
_mm512_mask_permute_pd,VPERMILPD
_mm512_mask_permutevar_pd,VPERMILPD
_mm512_maskz_permute_pd,VPERMILPD
_mm512_maskz_permutevar_pd,VPERMILPD
_mm512_permute_pd,VPERMILPD
_mm512_permutevar_pd,VPERMILPD
_mm512_mask_permute_ps,VPERMILPS
_mm512_mask_permutevar_ps,VPERMILPS
_mm512_maskz_permute_ps,VPERMILPS
_mm512_maskz_permutevar_ps,VPERMILPS
_mm512_permute_ps,VPERMILPS
_mm512_permutevar_ps,VPERMILPS
_mm512_mask_permutex_pd,VPERMPD
_mm512_mask_permutexvar_pd,VPERMPD
_mm512_maskz_permutex_pd,VPERMPD
_mm512_maskz_permutexvar_pd,VPERMPD
_mm512_permutex_pd,VPERMPD
_mm512_permutexvar_pd,VPERMPD
_mm512_mask_permutexvar_ps,VPERMPS
_mm512_maskz_permutexvar_ps,VPERMPS
_mm512_permutexvar_ps,VPERMPS
_mm512_mask_permutex_epi64,VPERMQ
_mm512_mask_permutexvar_epi64,VPERMQ
_mm512_maskz_permutex_epi64,VPERMQ
_mm512_maskz_permutexvar_epi64,VPERMQ
_mm512_permutex_epi64,VPERMQ
_mm512_permutexvar_epi64,VPERMQ
_mm512_mask_expand_epi32,VPEXPANDD
_mm512_maskz_expand_epi32,VPEXPANDD
_mm512_mask_expand_epi64,VPEXPANDQ
_mm512_maskz_expand_epi64,VPEXPANDQ
_mm512_maskz_max_epi32,VPMAXSD
_mm512_mask_max_epi64,VPMAXSQ
_mm512_maskz_max_epi64,VPMAXSQ
_mm512_max_epi64,VPMAXSQ
_mm512_maskz_max_epu32,VPMAXUD
_mm512_mask_max_epu64,VPMAXUQ
_mm512_maskz_max_epu64,VPMAXUQ
_mm512_max_epu64,VPMAXUQ
_mm512_maskz_min_epi32,VPMINSD
_mm512_mask_min_epi64,VPMINSQ
_mm512_maskz_min_epi64,VPMINSQ
_mm512_min_epi64,VPMINSQ
_mm512_maskz_min_epu32,VPMINUD
_mm512_mask_min_epu64,VPMINUQ
_mm512_maskz_min_epu64,VPMINUQ
_mm512_min_epu64,VPMINUQ
_mm512_cvtepi32_epi8,VPMOVDB
_mm512_mask_cvtepi32_epi8,VPMOVDB
_mm512_maskz_cvtepi32_epi8,VPMOVDB
_mm512_cvtepi32_epi16,VPMOVDW
_mm512_mask_cvtepi32_epi16,VPMOVDW
_mm512_maskz_cvtepi32_epi16,VPMOVDW
_mm512_cvtepi64_epi8,VPMOVQB
_mm512_mask_cvtepi64_epi8,VPMOVQB
_mm512_maskz_cvtepi64_epi8,VPMOVQB
_mm512_cvtepi64_epi32,VPMOVQD
_mm512_mask_cvtepi64_epi32,VPMOVQD
_mm512_maskz_cvtepi64_epi32,VPMOVQD
_mm512_cvtepi64_epi16,VPMOVQW
_mm512_mask_cvtepi64_epi16,VPMOVQW
_mm512_maskz_cvtepi64_epi16,VPMOVQW
_mm512_cvtsepi32_epi8,VPMOVSDB
_mm512_mask_cvtsepi32_epi8,VPMOVSDB
_mm512_maskz_cvtsepi32_epi8,VPMOVSDB
_mm512_cvtsepi32_epi16,VPMOVSDW
_mm512_mask_cvtsepi32_epi16,VPMOVSDW
_mm512_maskz_cvtsepi32_epi16,VPMOVSDW
_mm512_cvtsepi64_epi8,VPMOVSQB
_mm512_mask_cvtsepi64_epi8,VPMOVSQB
_mm512_maskz_cvtsepi64_epi8,VPMOVSQB
_mm512_cvtsepi64_epi32,VPMOVSQD
_mm512_mask_cvtsepi64_epi32,VPMOVSQD
_mm512_maskz_cvtsepi64_epi32,VPMOVSQD
_mm512_cvtsepi64_epi16,VPMOVSQW
_mm512_mask_cvtsepi64_epi16,VPMOVSQW
_mm512_maskz_cvtsepi64_epi16,VPMOVSQW
_mm512_cvtepi8_epi32,VPMOVSXBD
_mm512_mask_cvtepi8_epi32,VPMOVSXBD
_mm512_maskz_cvtepi8_epi32,VPMOVSXBD
_mm512_cvtepi8_epi64,VPMOVSXBQ
_mm512_mask_cvtepi8_epi64,VPMOVSXBQ
_mm512_maskz_cvtepi8_epi64,VPMOVSXBQ
_mm512_cvtepi32_epi64,VPMOVSXDQ
_mm512_mask_cvtepi32_epi64,VPMOVSXDQ
_mm512_maskz_cvtepi32_epi64,VPMOVSXDQ
_mm512_cvtepi16_epi32,VPMOVSXWD
_mm512_mask_cvtepi16_epi32,VPMOVSXWD
_mm512_maskz_cvtepi16_epi32,VPMOVSXWD
_mm512_cvtepi16_epi64,VPMOVSXWQ
_mm512_mask_cvtepi16_epi64,VPMOVSXWQ
_mm512_maskz_cvtepi16_epi64,VPMOVSXWQ
_mm512_cvtusepi32_epi8,VPMOVUSDB
_mm512_mask_cvtusepi32_epi8,VPMOVUSDB
_mm512_maskz_cvtusepi32_epi8,VPMOVUSDB
_mm512_cvtusepi32_epi16,VPMOVUSDW
_mm512_mask_cvtusepi32_epi16,VPMOVUSDW
_mm512_maskz_cvtusepi32_epi16,VPMOVUSDW
_mm512_cvtusepi64_epi8,VPMOVUSQB
_mm512_mask_cvtusepi64_epi8,VPMOVUSQB
_mm512_maskz_cvtusepi64_epi8,VPMOVUSQB
_mm512_cvtusepi64_epi32,VPMOVUSQD
_mm512_mask_cvtusepi64_epi32,VPMOVUSQD
_mm512_maskz_cvtusepi64_epi32,VPMOVUSQD
_mm512_cvtusepi64_epi16,VPMOVUSQW
_mm512_mask_cvtusepi64_epi16,VPMOVUSQW
_mm512_maskz_cvtusepi64_epi16,VPMOVUSQW
_mm512_cvtepu8_epi32,VPMOVZXBD
_mm512_mask_cvtepu8_epi32,VPMOVZXBD
_mm512_maskz_cvtepu8_epi32,VPMOVZXBD
_mm512_cvtepu8_epi64,VPMOVZXBQ
_mm512_mask_cvtepu8_epi64,VPMOVZXBQ
_mm512_maskz_cvtepu8_epi64,VPMOVZXBQ
_mm512_cvtepu32_epi64,VPMOVZXDQ
_mm512_mask_cvtepu32_epi64,VPMOVZXDQ
_mm512_maskz_cvtepu32_epi64,VPMOVZXDQ
_mm512_cvtepu16_epi32,VPMOVZXWD
_mm512_mask_cvtepu16_epi32,VPMOVZXWD
_mm512_maskz_cvtepu16_epi32,VPMOVZXWD
_mm512_cvtepu16_epi64,VPMOVZXWQ
_mm512_mask_cvtepu16_epi64,VPMOVZXWQ
_mm512_maskz_cvtepu16_epi64,VPMOVZXWQ
_mm512_mask_mul_epi32,VPMULDQ
_mm512_maskz_mul_epi32,VPMULDQ
_mm512_mul_epi32,VPMULDQ
_mm512_mask_mul_epu32,VPMULUDQ
_mm512_maskz_mul_epu32,VPMULUDQ
_mm512_mul_epu32,VPMULUDQ
_mm512_maskz_or_epi32,VPORD
_mm512_maskz_or_epi64,VPORQ
_mm512_mask_rol_epi32,VPROLD
_mm512_maskz_rol_epi32,VPROLD
_mm512_rol_epi32,VPROLD
_mm512_mask_rol_epi64,VPROLQ
_mm512_maskz_rol_epi64,VPROLQ
_mm512_rol_epi64,VPROLQ
_mm512_mask_rolv_epi32,VPROLVD
_mm512_maskz_rolv_epi32,VPROLVD
_mm512_rolv_epi32,VPROLVD
_mm512_mask_rolv_epi64,VPROLVQ
_mm512_maskz_rolv_epi64,VPROLVQ
_mm512_rolv_epi64,VPROLVQ
_mm512_mask_ror_epi32,VPRORD
_mm512_maskz_ror_epi32,VPRORD
_mm512_ror_epi32,VPRORD
_mm512_mask_ror_epi64,VPRORQ
_mm512_maskz_ror_epi64,VPRORQ
_mm512_ror_epi64,VPRORQ
_mm512_mask_rorv_epi32,VPRORVD
_mm512_maskz_rorv_epi32,VPRORVD
_mm512_rorv_epi32,VPRORVD
_mm512_mask_rorv_epi64,VPRORVQ
_mm512_maskz_rorv_epi64,VPRORVQ
_mm512_rorv_epi64,VPRORVQ
_mm512_maskz_shuffle_epi32,VPSHUFD
_mm512_mask_sll_epi32,VPSLLD
_mm512_maskz_sll_epi32,VPSLLD
_mm512_maskz_slli_epi32,VPSLLD
_mm512_sll_epi32,VPSLLD
_mm512_mask_sll_epi64,VPSLLQ
_mm512_mask_slli_epi64,VPSLLQ
_mm512_maskz_sll_epi64,VPSLLQ
_mm512_maskz_slli_epi64,VPSLLQ
_mm512_sll_epi64,VPSLLQ
_mm512_slli_epi64,VPSLLQ
_mm512_maskz_sllv_epi32,VPSLLVD
_mm512_mask_sllv_epi64,VPSLLVQ
_mm512_maskz_sllv_epi64,VPSLLVQ
_mm512_sllv_epi64,VPSLLVQ
_mm512_mask_sra_epi32,VPSRAD
_mm512_maskz_sra_epi32,VPSRAD
_mm512_maskz_srai_epi32,VPSRAD
_mm512_sra_epi32,VPSRAD
_mm512_mask_sra_epi64,VPSRAQ
_mm512_mask_srai_epi64,VPSRAQ
_mm512_maskz_sra_epi64,VPSRAQ
_mm512_maskz_srai_epi64,VPSRAQ
_mm512_sra_epi64,VPSRAQ
_mm512_srai_epi64,VPSRAQ
_mm512_maskz_srav_epi32,VPSRAVD
_mm512_mask_srav_epi64,VPSRAVQ
_mm512_maskz_srav_epi64,VPSRAVQ
_mm512_srav_epi64,VPSRAVQ
_mm512_mask_srl_epi32,VPSRLD
_mm512_maskz_srl_epi32,VPSRLD
_mm512_maskz_srli_epi32,VPSRLD
_mm512_srl_epi32,VPSRLD
_mm512_mask_srl_epi64,VPSRLQ
_mm512_mask_srli_epi64,VPSRLQ
_mm512_maskz_srl_epi64,VPSRLQ
_mm512_maskz_srli_epi64,VPSRLQ
_mm512_srl_epi64,VPSRLQ
_mm512_srli_epi64,VPSRLQ
_mm512_maskz_srlv_epi32,VPSRLVD
_mm512_mask_srlv_epi64,VPSRLVQ
_mm512_maskz_srlv_epi64,VPSRLVQ
_mm512_srlv_epi64,VPSRLVQ
_mm512_maskz_sub_epi32,VPSUBD
_mm512_mask_sub_epi64,VPSUBQ
_mm512_maskz_sub_epi64,VPSUBQ
_mm512_sub_epi64,VPSUBQ
_mm512_mask_test_epi64_mask,VPTESTMQ
_mm512_test_epi64_mask,VPTESTMQ
_mm512_mask_testn_epi32_mask,VPTESTNMD
_mm512_testn_epi32_mask,VPTESTNMD
_mm512_mask_testn_epi64_mask,VPTESTNMQ
_mm512_testn_epi64_mask,VPTESTNMQ
_mm512_mask_unpackhi_epi32,VPUNPCKHDQ
_mm512_maskz_unpackhi_epi32,VPUNPCKHDQ
_mm512_unpackhi_epi32,VPUNPCKHDQ
_mm512_mask_unpackhi_epi64,VPUNPCKHQDQ
_mm512_maskz_unpackhi_epi64,VPUNPCKHQDQ
_mm512_unpackhi_epi64,VPUNPCKHQDQ
_mm512_mask_unpacklo_epi32,VPUNPCKLDQ
_mm512_maskz_unpacklo_epi32,VPUNPCKLDQ
_mm512_unpacklo_epi32,VPUNPCKLDQ
_mm512_mask_unpacklo_epi64,VPUNPCKLQDQ
_mm512_maskz_unpacklo_epi64,VPUNPCKLQDQ
_mm512_unpacklo_epi64,VPUNPCKLQDQ
_mm512_maskz_xor_epi32,VPXORD
_mm512_maskz_xor_epi64,VPXORQ
_mm512_mask_shuffle_f32x4,VSHUFF32X4
_mm512_maskz_shuffle_f32x4,VSHUFF32X4
_mm512_shuffle_f32x4,VSHUFF32X4
_mm512_mask_shuffle_f64x2,VSHUFF64X2
_mm512_maskz_shuffle_f64x2,VSHUFF64X2
_mm512_shuffle_f64x2,VSHUFF64X2
_mm512_mask_shuffle_i32x4,VSHUFI32X4
_mm512_maskz_shuffle_i32x4,VSHUFI32X4
_mm512_shuffle_i32x4,VSHUFI32X4
_mm512_mask_shuffle_i64x2,VSHUFI64X2
_mm512_maskz_shuffle_i64x2,VSHUFI64X2
_mm512_shuffle_i64x2,VSHUFI64X2
_mm512_mask_shuffle_pd,VSHUFPD
_mm512_maskz_shuffle_pd,VSHUFPD
_mm512_shuffle_pd,VSHUFPD
_mm512_mask_shuffle_ps,VSHUFPS
_mm512_maskz_shuffle_ps,VSHUFPS
_mm512_shuffle_ps,VSHUFPS
_mm512_maskz_sub_pd,VSUBPD
_mm512_maskz_sub_ps,VSUBPS
_mm_mask_sub_sd,VSUBSD
_mm_maskz_sub_sd,VSUBSD
_mm_mask_sub_ss,VSUBSS
_mm_maskz_sub_ss,VSUBSS
_mm512_mask_unpackhi_pd,VUNPCKHPD
_mm512_maskz_unpackhi_pd,VUNPCKHPD
_mm512_unpackhi_pd,VUNPCKHPD
_mm512_mask_unpackhi_ps,VUNPCKHPS
_mm512_maskz_unpackhi_ps,VUNPCKHPS
_mm512_unpackhi_ps,VUNPCKHPS
_mm512_mask_unpacklo_pd,VUNPCKLPD
_mm512_maskz_unpacklo_pd,VUNPCKLPD
_mm512_unpacklo_pd,VUNPCKLPD
_mm512_mask_unpacklo_ps,VUNPCKLPS
_mm512_maskz_unpacklo_ps,VUNPCKLPS
_mm512_unpacklo_ps,VUNPCKLPS
_mm512_setzero,VPXORQ
_mm512_setzero_epi32,VPXORQ
_mm512_setzero_pd,VPXORQ
_mm512_setzero_ps,VPXORQ
_mm512_setzero_si512,VPXORQ
_mm512_mask2int,KMOVW
_mm512_int2mask,KMOVW
_mm512_cvtss_f32,VMOVSS
_mm512_cvtsd_f64,VMOVSD
_mm512_cvtsi512_si32,VMOVD
_mm512_add_pd,VADDPD
_mm512_mask_add_pd,VADDPD
_mm512_add_ps,VADDPS
_mm512_mask_add_ps,VADDPS
_mm512_alignr_epi32,VALIGND
_mm512_mask_alignr_epi32,VALIGND
_mm512_mask_blend_pd,VBLENDMPD
_mm512_mask_blend_ps,VBLENDMPS
_mm512_cmpeq_pd_mask,VCMPPD
_mm512_cmple_pd_mask,VCMPPD
_mm512_cmplt_pd_mask,VCMPPD
_mm512_cmpneq_pd_mask,VCMPPD
_mm512_cmpnle_pd_mask,VCMPPD
_mm512_cmpnlt_pd_mask,VCMPPD
_mm512_mask_cmpeq_pd_mask,VCMPPD
_mm512_mask_cmple_pd_mask,VCMPPD
_mm512_mask_cmplt_pd_mask,VCMPPD
_mm512_mask_cmpneq_pd_mask,VCMPPD
_mm512_mask_cmpnle_pd_mask,VCMPPD
_mm512_mask_cmpnlt_pd_mask,VCMPPD
_mm512_cmpeq_ps_mask,VCMPPS
_mm512_cmple_ps_mask,VCMPPS
_mm512_cmplt_ps_mask,VCMPPS
_mm512_cmpneq_ps_mask,VCMPPS
_mm512_cmpnle_ps_mask,VCMPPS
_mm512_cmpnlt_ps_mask,VCMPPS
_mm512_mask_cmpeq_ps_mask,VCMPPS
_mm512_mask_cmple_ps_mask,VCMPPS
_mm512_mask_cmplt_ps_mask,VCMPPS
_mm512_mask_cmpneq_ps_mask,VCMPPS
_mm512_mask_cmpnle_ps_mask,VCMPPS
_mm512_mask_cmpnlt_ps_mask,VCMPPS
_mm512_fmadd_pd,VFMADD132PD
_mm512_mask3_fmadd_pd,VFMADD132PD
_mm512_mask_fmadd_pd,VFMADD132PD
_mm512_fmadd_ps,VFMADD132PS
_mm512_mask3_fmadd_ps,VFMADD132PS
_mm512_mask_fmadd_ps,VFMADD132PS
_mm512_fmsub_pd,VFMSUB132PD
_mm512_mask3_fmsub_pd,VFMSUB132PD
_mm512_mask_fmsub_pd,VFMSUB132PD
_mm512_fmsub_ps,VFMSUB132PS
_mm512_mask3_fmsub_ps,VFMSUB132PS
_mm512_mask_fmsub_ps,VFMSUB132PS
_mm512_fnmadd_pd,VFNMADD132PD
_mm512_mask3_fnmadd_pd,VFNMADD132PD
_mm512_mask_fnmadd_pd,VFNMADD132PD
_mm512_fnmadd_ps,VFNMADD132PS
_mm512_mask3_fnmadd_ps,VFNMADD132PS
_mm512_mask_fnmadd_ps,VFNMADD132PS
_mm512_fnmsub_pd,VFNMSUB132PD
_mm512_mask3_fnmsub_pd,VFNMSUB132PD
_mm512_mask_fnmsub_pd,VFNMSUB132PD
_mm512_fnmsub_ps,VFNMSUB132PS
_mm512_mask3_fnmsub_ps,VFNMSUB132PS
_mm512_mask_fnmsub_ps,VFNMSUB132PS
_mm512_mask_mov_pd,VMOVAPD
_mm512_mask_mov_ps,VMOVAPS
_mm512_mask_mov_epi32,VMOVDQA32
_mm512_mask_mov_epi64,VMOVDQA64
_mm512_mask_mul_pd,VMULPD
_mm512_mul_pd,VMULPD
_mm512_mask_mul_ps,VMULPS
_mm512_mul_ps,VMULPS
_mm512_add_epi32,VPADDD
_mm512_mask_add_epi32,VPADDD
_mm512_and_epi32,VPANDD
_mm512_and_si512,VPANDD
_mm512_andnot_epi32,VPANDND
_mm512_andnot_si512,VPANDND
_mm512_mask_andnot_epi32,VPANDND
_mm512_andnot_epi64,VPANDNQ
_mm512_mask_andnot_epi64,VPANDNQ
_mm512_and_epi64,VPANDQ
_mm512_mask_and_epi64,VPANDQ
_mm512_mask_blend_epi32,VPBLENDMD
_mm512_mask_blend_epi64,VPBLENDMQ
_mm512_cmpeq_epi32_mask,VPCMPEQD
_mm512_cmpge_epi32_mask,VPCMPD
_mm512_cmpgt_epi32_mask,VPCMPGTD
_mm512_cmple_epi32_mask,VPCMPD
_mm512_cmpneq_epi32_mask,VPCMPD
_mm512_mask_cmpeq_epi32_mask,VPCMPEQD
_mm512_mask_cmpge_epi32_mask,VPCMPD
_mm512_mask_cmpgt_epi32_mask,VPCMPGTD
_mm512_mask_cmple_epi32_mask,VPCMPD
_mm512_mask_cmpneq_epi32_mask,VPCMPD
_mm512_cmpeq_epu32_mask,VPCMPUD
_mm512_cmpge_epu32_mask,VPCMPUD
_mm512_cmpgt_epu32_mask,VPCMPUD
_mm512_cmple_epu32_mask,VPCMPUD
_mm512_cmplt_epu32_mask,VPCMPUD
_mm512_cmpneq_epu32_mask,VPCMPUD
_mm512_mask_cmpeq_epu32_mask,VPCMPUD
_mm512_mask_cmpge_epu32_mask,VPCMPUD
_mm512_mask_cmpgt_epu32_mask,VPCMPUD
_mm512_mask_cmple_epu32_mask,VPCMPUD
_mm512_mask_cmplt_epu32_mask,VPCMPUD
_mm512_mask_cmpneq_epu32_mask,VPCMPUD
_mm512_mask_permutevar_epi32,VPERMD
_mm512_permutevar_epi32,VPERMD
_mm512_mask_max_epi32,VPMAXSD
_mm512_max_epi32,VPMAXSD
_mm512_mask_max_epu32,VPMAXUD
_mm512_max_epu32,VPMAXUD
_mm512_mask_min_epi32,VPMINSD
